unified_path,decomposed_paths,correct,response
data/vlm/2D/rmts/images/trial-116.png,"['data/vlm/2D/rmts/images/source-116.png', 'data/vlm/2D/rmts/images/target1-116.png', 'data/vlm/2D/rmts/images/target2-116.png']",1,[2].
data/vlm/2D/rmts/images/trial-28.png,"['data/vlm/2D/rmts/images/source-28.png', 'data/vlm/2D/rmts/images/target1-28.png', 'data/vlm/2D/rmts/images/target2-28.png']",1,[2].
data/vlm/2D/rmts/images/trial-103.png,"['data/vlm/2D/rmts/images/source-103.png', 'data/vlm/2D/rmts/images/target1-103.png', 'data/vlm/2D/rmts/images/target2-103.png']",1,[2].
data/vlm/2D/rmts/images/trial-153.png,"['data/vlm/2D/rmts/images/source-153.png', 'data/vlm/2D/rmts/images/target1-153.png', 'data/vlm/2D/rmts/images/target2-153.png']",2,[2].
data/vlm/2D/rmts/images/trial-34.png,"['data/vlm/2D/rmts/images/source-34.png', 'data/vlm/2D/rmts/images/target1-34.png', 'data/vlm/2D/rmts/images/target2-34.png']",2,[2].
data/vlm/2D/rmts/images/trial-17.png,"['data/vlm/2D/rmts/images/source-17.png', 'data/vlm/2D/rmts/images/target1-17.png', 'data/vlm/2D/rmts/images/target2-17.png']",2,[2].
data/vlm/2D/rmts/images/trial-21.png,"['data/vlm/2D/rmts/images/source-21.png', 'data/vlm/2D/rmts/images/target1-21.png', 'data/vlm/2D/rmts/images/target2-21.png']",1,[2].
data/vlm/2D/rmts/images/trial-38.png,"['data/vlm/2D/rmts/images/source-38.png', 'data/vlm/2D/rmts/images/target1-38.png', 'data/vlm/2D/rmts/images/target2-38.png']",2,[2].
data/vlm/2D/rmts/images/trial-76.png,"['data/vlm/2D/rmts/images/source-76.png', 'data/vlm/2D/rmts/images/target1-76.png', 'data/vlm/2D/rmts/images/target2-76.png']",2,[2].
data/vlm/2D/rmts/images/trial-155.png,"['data/vlm/2D/rmts/images/source-155.png', 'data/vlm/2D/rmts/images/target1-155.png', 'data/vlm/2D/rmts/images/target2-155.png']",1,[2].
data/vlm/2D/rmts/images/trial-48.png,"['data/vlm/2D/rmts/images/source-48.png', 'data/vlm/2D/rmts/images/target1-48.png', 'data/vlm/2D/rmts/images/target2-48.png']",2,[2].
data/vlm/2D/rmts/images/trial-133.png,"['data/vlm/2D/rmts/images/source-133.png', 'data/vlm/2D/rmts/images/target1-133.png', 'data/vlm/2D/rmts/images/target2-133.png']",2,[2].
data/vlm/2D/rmts/images/trial-159.png,"['data/vlm/2D/rmts/images/source-159.png', 'data/vlm/2D/rmts/images/target1-159.png', 'data/vlm/2D/rmts/images/target2-159.png']",2,[2].
data/vlm/2D/rmts/images/trial-120.png,"['data/vlm/2D/rmts/images/source-120.png', 'data/vlm/2D/rmts/images/target1-120.png', 'data/vlm/2D/rmts/images/target2-120.png']",2,[2].
data/vlm/2D/rmts/images/trial-43.png,"['data/vlm/2D/rmts/images/source-43.png', 'data/vlm/2D/rmts/images/target1-43.png', 'data/vlm/2D/rmts/images/target2-43.png']",2,[2].
data/vlm/2D/rmts/images/trial-161.png,"['data/vlm/2D/rmts/images/source-161.png', 'data/vlm/2D/rmts/images/target1-161.png', 'data/vlm/2D/rmts/images/target2-161.png']",2,[2].
data/vlm/2D/rmts/images/trial-32.png,"['data/vlm/2D/rmts/images/source-32.png', 'data/vlm/2D/rmts/images/target1-32.png', 'data/vlm/2D/rmts/images/target2-32.png']",1,[2].
data/vlm/2D/rmts/images/trial-158.png,"['data/vlm/2D/rmts/images/source-158.png', 'data/vlm/2D/rmts/images/target1-158.png', 'data/vlm/2D/rmts/images/target2-158.png']",2,[2].
data/vlm/2D/rmts/images/trial-0.png,"['data/vlm/2D/rmts/images/source-0.png', 'data/vlm/2D/rmts/images/target1-0.png', 'data/vlm/2D/rmts/images/target2-0.png']",1,[2].
data/vlm/2D/rmts/images/trial-50.png,"['data/vlm/2D/rmts/images/source-50.png', 'data/vlm/2D/rmts/images/target1-50.png', 'data/vlm/2D/rmts/images/target2-50.png']",1,[2].
data/vlm/2D/rmts/images/trial-99.png,"['data/vlm/2D/rmts/images/source-99.png', 'data/vlm/2D/rmts/images/target1-99.png', 'data/vlm/2D/rmts/images/target2-99.png']",1,[2].
data/vlm/2D/rmts/images/trial-97.png,"['data/vlm/2D/rmts/images/source-97.png', 'data/vlm/2D/rmts/images/target1-97.png', 'data/vlm/2D/rmts/images/target2-97.png']",2,[2].
data/vlm/2D/rmts/images/trial-96.png,"['data/vlm/2D/rmts/images/source-96.png', 'data/vlm/2D/rmts/images/target1-96.png', 'data/vlm/2D/rmts/images/target2-96.png']",2,[2].
data/vlm/2D/rmts/images/trial-66.png,"['data/vlm/2D/rmts/images/source-66.png', 'data/vlm/2D/rmts/images/target1-66.png', 'data/vlm/2D/rmts/images/target2-66.png']",2,[2].
data/vlm/2D/rmts/images/trial-84.png,"['data/vlm/2D/rmts/images/source-84.png', 'data/vlm/2D/rmts/images/target1-84.png', 'data/vlm/2D/rmts/images/target2-84.png']",1,[2].
data/vlm/2D/rmts/images/trial-197.png,"['data/vlm/2D/rmts/images/source-197.png', 'data/vlm/2D/rmts/images/target1-197.png', 'data/vlm/2D/rmts/images/target2-197.png']",2,[2].
data/vlm/2D/rmts/images/trial-35.png,"['data/vlm/2D/rmts/images/source-35.png', 'data/vlm/2D/rmts/images/target1-35.png', 'data/vlm/2D/rmts/images/target2-35.png']",1,[2].
data/vlm/2D/rmts/images/trial-91.png,"['data/vlm/2D/rmts/images/source-91.png', 'data/vlm/2D/rmts/images/target1-91.png', 'data/vlm/2D/rmts/images/target2-91.png']",2,[2].
data/vlm/2D/rmts/images/trial-185.png,"['data/vlm/2D/rmts/images/source-185.png', 'data/vlm/2D/rmts/images/target1-185.png', 'data/vlm/2D/rmts/images/target2-185.png']",2,[2].
data/vlm/2D/rmts/images/trial-177.png,"['data/vlm/2D/rmts/images/source-177.png', 'data/vlm/2D/rmts/images/target1-177.png', 'data/vlm/2D/rmts/images/target2-177.png']",2,[2].
data/vlm/2D/rmts/images/trial-162.png,"['data/vlm/2D/rmts/images/source-162.png', 'data/vlm/2D/rmts/images/target1-162.png', 'data/vlm/2D/rmts/images/target2-162.png']",2,[2].
data/vlm/2D/rmts/images/trial-67.png,"['data/vlm/2D/rmts/images/source-67.png', 'data/vlm/2D/rmts/images/target1-67.png', 'data/vlm/2D/rmts/images/target2-67.png']",1,[2].
data/vlm/2D/rmts/images/trial-82.png,"['data/vlm/2D/rmts/images/source-82.png', 'data/vlm/2D/rmts/images/target1-82.png', 'data/vlm/2D/rmts/images/target2-82.png']",1,[2].
data/vlm/2D/rmts/images/trial-183.png,"['data/vlm/2D/rmts/images/source-183.png', 'data/vlm/2D/rmts/images/target1-183.png', 'data/vlm/2D/rmts/images/target2-183.png']",2,[2].
data/vlm/2D/rmts/images/trial-178.png,"['data/vlm/2D/rmts/images/source-178.png', 'data/vlm/2D/rmts/images/target1-178.png', 'data/vlm/2D/rmts/images/target2-178.png']",2,[2].
data/vlm/2D/rmts/images/trial-140.png,"['data/vlm/2D/rmts/images/source-140.png', 'data/vlm/2D/rmts/images/target1-140.png', 'data/vlm/2D/rmts/images/target2-140.png']",1,[2].
data/vlm/2D/rmts/images/trial-198.png,"['data/vlm/2D/rmts/images/source-198.png', 'data/vlm/2D/rmts/images/target1-198.png', 'data/vlm/2D/rmts/images/target2-198.png']",2,[2].
data/vlm/2D/rmts/images/trial-151.png,"['data/vlm/2D/rmts/images/source-151.png', 'data/vlm/2D/rmts/images/target1-151.png', 'data/vlm/2D/rmts/images/target2-151.png']",1,[2].
data/vlm/2D/rmts/images/trial-24.png,"['data/vlm/2D/rmts/images/source-24.png', 'data/vlm/2D/rmts/images/target1-24.png', 'data/vlm/2D/rmts/images/target2-24.png']",1,[2].
data/vlm/2D/rmts/images/trial-12.png,"['data/vlm/2D/rmts/images/source-12.png', 'data/vlm/2D/rmts/images/target1-12.png', 'data/vlm/2D/rmts/images/target2-12.png']",1,[2].
data/vlm/2D/rmts/images/trial-132.png,"['data/vlm/2D/rmts/images/source-132.png', 'data/vlm/2D/rmts/images/target1-132.png', 'data/vlm/2D/rmts/images/target2-132.png']",1,[2].
data/vlm/2D/rmts/images/trial-193.png,"['data/vlm/2D/rmts/images/source-193.png', 'data/vlm/2D/rmts/images/target1-193.png', 'data/vlm/2D/rmts/images/target2-193.png']",1,[2].
data/vlm/2D/rmts/images/trial-51.png,"['data/vlm/2D/rmts/images/source-51.png', 'data/vlm/2D/rmts/images/target1-51.png', 'data/vlm/2D/rmts/images/target2-51.png']",1,[2].
data/vlm/2D/rmts/images/trial-170.png,"['data/vlm/2D/rmts/images/source-170.png', 'data/vlm/2D/rmts/images/target1-170.png', 'data/vlm/2D/rmts/images/target2-170.png']",1,[2].
data/vlm/2D/rmts/images/trial-42.png,"['data/vlm/2D/rmts/images/source-42.png', 'data/vlm/2D/rmts/images/target1-42.png', 'data/vlm/2D/rmts/images/target2-42.png']",1,[2].
data/vlm/2D/rmts/images/trial-93.png,"['data/vlm/2D/rmts/images/source-93.png', 'data/vlm/2D/rmts/images/target1-93.png', 'data/vlm/2D/rmts/images/target2-93.png']",1,[2].
data/vlm/2D/rmts/images/trial-117.png,"['data/vlm/2D/rmts/images/source-117.png', 'data/vlm/2D/rmts/images/target1-117.png', 'data/vlm/2D/rmts/images/target2-117.png']",1,[2].
data/vlm/2D/rmts/images/trial-23.png,"['data/vlm/2D/rmts/images/source-23.png', 'data/vlm/2D/rmts/images/target1-23.png', 'data/vlm/2D/rmts/images/target2-23.png']",2,[2].
data/vlm/2D/rmts/images/trial-113.png,"['data/vlm/2D/rmts/images/source-113.png', 'data/vlm/2D/rmts/images/target1-113.png', 'data/vlm/2D/rmts/images/target2-113.png']",2,[2].
data/vlm/2D/rmts/images/trial-172.png,"['data/vlm/2D/rmts/images/source-172.png', 'data/vlm/2D/rmts/images/target1-172.png', 'data/vlm/2D/rmts/images/target2-172.png']",1,[2].
data/vlm/2D/rmts/images/trial-175.png,"['data/vlm/2D/rmts/images/source-175.png', 'data/vlm/2D/rmts/images/target1-175.png', 'data/vlm/2D/rmts/images/target2-175.png']",1,[2].
data/vlm/2D/rmts/images/trial-86.png,"['data/vlm/2D/rmts/images/source-86.png', 'data/vlm/2D/rmts/images/target1-86.png', 'data/vlm/2D/rmts/images/target2-86.png']",2,[2].
data/vlm/2D/rmts/images/trial-89.png,"['data/vlm/2D/rmts/images/source-89.png', 'data/vlm/2D/rmts/images/target1-89.png', 'data/vlm/2D/rmts/images/target2-89.png']",1,[2].
data/vlm/2D/rmts/images/trial-112.png,"['data/vlm/2D/rmts/images/source-112.png', 'data/vlm/2D/rmts/images/target1-112.png', 'data/vlm/2D/rmts/images/target2-112.png']",1,[2].
data/vlm/2D/rmts/images/trial-196.png,"['data/vlm/2D/rmts/images/source-196.png', 'data/vlm/2D/rmts/images/target1-196.png', 'data/vlm/2D/rmts/images/target2-196.png']",2,[2].
data/vlm/2D/rmts/images/trial-14.png,"['data/vlm/2D/rmts/images/source-14.png', 'data/vlm/2D/rmts/images/target1-14.png', 'data/vlm/2D/rmts/images/target2-14.png']",1,[2].
data/vlm/2D/rmts/images/trial-74.png,"['data/vlm/2D/rmts/images/source-74.png', 'data/vlm/2D/rmts/images/target1-74.png', 'data/vlm/2D/rmts/images/target2-74.png']",1,[2].
data/vlm/2D/rmts/images/trial-105.png,"['data/vlm/2D/rmts/images/source-105.png', 'data/vlm/2D/rmts/images/target1-105.png', 'data/vlm/2D/rmts/images/target2-105.png']",2,[2].
data/vlm/2D/rmts/images/trial-164.png,"['data/vlm/2D/rmts/images/source-164.png', 'data/vlm/2D/rmts/images/target1-164.png', 'data/vlm/2D/rmts/images/target2-164.png']",2,[2].
data/vlm/2D/rmts/images/trial-13.png,"['data/vlm/2D/rmts/images/source-13.png', 'data/vlm/2D/rmts/images/target1-13.png', 'data/vlm/2D/rmts/images/target2-13.png']",1,[2].
data/vlm/2D/rmts/images/trial-165.png,"['data/vlm/2D/rmts/images/source-165.png', 'data/vlm/2D/rmts/images/target1-165.png', 'data/vlm/2D/rmts/images/target2-165.png']",2,[2].
