path,n_objects,response
data/vlm/2D/counting_control/images/nObjects=18_trial=43.png,18,[16].
data/vlm/2D/counting_control/images/nObjects=7_trial=99.png,7,[1] [2]
data/vlm/2D/counting_control/images/nObjects=10_trial=38.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=13_trial=76.png,13,[5].
data/vlm/2D/counting_control/images/nObjects=18_trial=42.png,18,[15].
data/vlm/2D/counting_control/images/nObjects=19_trial=99.png,19,[16].
data/vlm/2D/counting_control/images/nObjects=18_trial=39.png,18,[16].
data/vlm/2D/counting_control/images/nObjects=10_trial=68.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=14_trial=22.png,14,[10]
data/vlm/2D/counting_control/images/nObjects=2_trial=22.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=16_trial=18.png,16,"[1], [2],"
data/vlm/2D/counting_control/images/nObjects=16_trial=75.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=15_trial=58.png,15,[15].
data/vlm/2D/counting_control/images/nObjects=13_trial=83.png,13,[1]
data/vlm/2D/counting_control/images/nObjects=9_trial=29.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=63.png,4,[1] [2]
data/vlm/2D/counting_control/images/nObjects=1_trial=15.png,1,1.
data/vlm/2D/counting_control/images/nObjects=19_trial=90.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=13_trial=53.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=3_trial=77.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=13_trial=29.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=2_trial=35.png,2,[1]
data/vlm/2D/counting_control/images/nObjects=8_trial=15.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=44.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=7_trial=76.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=54.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=7.png,1,1
data/vlm/2D/counting_control/images/nObjects=13_trial=50.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=13_trial=43.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=40.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=70.png,8,[1]
data/vlm/2D/counting_control/images/nObjects=11_trial=81.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=47.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=17_trial=35.png,17,[13]
data/vlm/2D/counting_control/images/nObjects=16_trial=19.png,16,[1] [2]
data/vlm/2D/counting_control/images/nObjects=15_trial=67.png,15,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=46.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=20_trial=69.png,20,[1]
data/vlm/2D/counting_control/images/nObjects=4_trial=58.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=10_trial=39.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=9_trial=68.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=19_trial=15.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=3_trial=63.png,3,[2].
data/vlm/2D/counting_control/images/nObjects=6_trial=34.png,6,[5]
data/vlm/2D/counting_control/images/nObjects=15_trial=54.png,15,[1]
data/vlm/2D/counting_control/images/nObjects=12_trial=62.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=18_trial=64.png,18,"[1,2,3"
data/vlm/2D/counting_control/images/nObjects=13_trial=77.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=16_trial=6.png,16,[1] [2]
data/vlm/2D/counting_control/images/nObjects=5_trial=59.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=18_trial=93.png,18,[15].
data/vlm/2D/counting_control/images/nObjects=12_trial=60.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=5_trial=26.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=15_trial=0.png,15,[5]
data/vlm/2D/counting_control/images/nObjects=17_trial=70.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=8_trial=48.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=14_trial=71.png,14,[1]
data/vlm/2D/counting_control/images/nObjects=12_trial=87.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=88.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=54.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=12_trial=40.png,12,[1] [2]
data/vlm/2D/counting_control/images/nObjects=6_trial=98.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=13_trial=12.png,13,"[1], [2],"
data/vlm/2D/counting_control/images/nObjects=3_trial=84.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=6_trial=79.png,6,[down].
data/vlm/2D/counting_control/images/nObjects=10_trial=48.png,10,[1]
data/vlm/2D/counting_control/images/nObjects=18_trial=26.png,18,[14]
data/vlm/2D/counting_control/images/nObjects=17_trial=28.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=9_trial=80.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=11_trial=38.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=5_trial=48.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=18_trial=23.png,18,[15].
data/vlm/2D/counting_control/images/nObjects=20_trial=81.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=18_trial=50.png,18,[16].
data/vlm/2D/counting_control/images/nObjects=18_trial=45.png,18,[16].
data/vlm/2D/counting_control/images/nObjects=10_trial=56.png,10,[1]
data/vlm/2D/counting_control/images/nObjects=7_trial=12.png,7,[1] [2]
data/vlm/2D/counting_control/images/nObjects=16_trial=23.png,16,[16].
data/vlm/2D/counting_control/images/nObjects=14_trial=8.png,14,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=20.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=16_trial=29.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=2_trial=37.png,2,[1]
data/vlm/2D/counting_control/images/nObjects=11_trial=7.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=23.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=14_trial=24.png,14,[1] [3]
data/vlm/2D/counting_control/images/nObjects=11_trial=71.png,11,[1] [2]
data/vlm/2D/counting_control/images/nObjects=3_trial=13.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=17_trial=16.png,17,[15].
data/vlm/2D/counting_control/images/nObjects=20_trial=72.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=5_trial=68.png,5,[1] [2]
data/vlm/2D/counting_control/images/nObjects=18_trial=25.png,18,[13]
data/vlm/2D/counting_control/images/nObjects=4_trial=39.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=10_trial=2.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=15_trial=13.png,15,[1] [2]
data/vlm/2D/counting_control/images/nObjects=10_trial=1.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=13_trial=82.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=9_trial=16.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=72.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=6_trial=94.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=11_trial=15.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=5_trial=82.png,5,[2].
data/vlm/2D/counting_control/images/nObjects=7_trial=11.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=13.png,1,1.
data/vlm/2D/counting_control/images/nObjects=11_trial=72.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=16_trial=7.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=7_trial=37.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=6_trial=25.png,6,[4]
data/vlm/2D/counting_control/images/nObjects=7_trial=60.png,7,[5].
data/vlm/2D/counting_control/images/nObjects=18_trial=80.png,18,[13]
data/vlm/2D/counting_control/images/nObjects=3_trial=80.png,3,[⬅]
data/vlm/2D/counting_control/images/nObjects=3_trial=42.png,3,[*]
data/vlm/2D/counting_control/images/nObjects=12_trial=24.png,12,[1] [2]
data/vlm/2D/counting_control/images/nObjects=6_trial=73.png,6,[4]
data/vlm/2D/counting_control/images/nObjects=2_trial=61.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=3_trial=43.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=20_trial=8.png,20,[15].
data/vlm/2D/counting_control/images/nObjects=1_trial=3.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=17_trial=27.png,17,[13]
data/vlm/2D/counting_control/images/nObjects=19_trial=83.png,19,[16].
data/vlm/2D/counting_control/images/nObjects=15_trial=97.png,15,[15].
data/vlm/2D/counting_control/images/nObjects=20_trial=11.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=5_trial=46.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=6_trial=61.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=5_trial=88.png,5,"[1, 3,"
data/vlm/2D/counting_control/images/nObjects=20_trial=70.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=1_trial=76.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=12_trial=85.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=30.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=16_trial=77.png,16,[5]
data/vlm/2D/counting_control/images/nObjects=15_trial=47.png,15,[15]
data/vlm/2D/counting_control/images/nObjects=18_trial=66.png,18,[14]
data/vlm/2D/counting_control/images/nObjects=12_trial=59.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=24.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=23.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=13_trial=51.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=2_trial=75.png,2,1
data/vlm/2D/counting_control/images/nObjects=4_trial=17.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=13_trial=24.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=9_trial=48.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=9_trial=35.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=66.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=5_trial=73.png,5,[4]
data/vlm/2D/counting_control/images/nObjects=12_trial=51.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=9_trial=76.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=15_trial=78.png,15,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=18.png,8,[1] [2]
data/vlm/2D/counting_control/images/nObjects=13_trial=8.png,13,[1]
data/vlm/2D/counting_control/images/nObjects=18_trial=28.png,18,[15].
data/vlm/2D/counting_control/images/nObjects=16_trial=0.png,16,[15]
data/vlm/2D/counting_control/images/nObjects=18_trial=58.png,18,[15].
data/vlm/2D/counting_control/images/nObjects=14_trial=94.png,14,[5]
data/vlm/2D/counting_control/images/nObjects=15_trial=21.png,15,[1] [2]
data/vlm/2D/counting_control/images/nObjects=16_trial=88.png,16,"[1], [2],"
data/vlm/2D/counting_control/images/nObjects=9_trial=67.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=9_trial=27.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=5_trial=94.png,5,"[1, 2,"
data/vlm/2D/counting_control/images/nObjects=3_trial=28.png,3,[2].
data/vlm/2D/counting_control/images/nObjects=8_trial=80.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=11_trial=48.png,11,[1] [2]
data/vlm/2D/counting_control/images/nObjects=7_trial=31.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=15_trial=38.png,15,[5]
data/vlm/2D/counting_control/images/nObjects=11_trial=96.png,11,[1] [2]
data/vlm/2D/counting_control/images/nObjects=3_trial=76.png,3,[2]
data/vlm/2D/counting_control/images/nObjects=4_trial=7.png,4,"[down, left, right"
data/vlm/2D/counting_control/images/nObjects=20_trial=61.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=7_trial=27.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=20_trial=66.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=10_trial=31.png,10,[5] [6]
data/vlm/2D/counting_control/images/nObjects=17_trial=31.png,17,[16].
data/vlm/2D/counting_control/images/nObjects=9_trial=28.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=10_trial=90.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=20_trial=49.png,20,[16].
data/vlm/2D/counting_control/images/nObjects=20_trial=83.png,20,[16]
data/vlm/2D/counting_control/images/nObjects=4_trial=6.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=5_trial=97.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=2_trial=83.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=4_trial=52.png,4,[X]
data/vlm/2D/counting_control/images/nObjects=7_trial=65.png,7,[1] [2]
data/vlm/2D/counting_control/images/nObjects=12_trial=64.png,12,[1] [3]
data/vlm/2D/counting_control/images/nObjects=20_trial=93.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=9_trial=55.png,9,[1] [2]
data/vlm/2D/counting_control/images/nObjects=17_trial=48.png,17,[1]
data/vlm/2D/counting_control/images/nObjects=7_trial=39.png,7,[1] [2]
data/vlm/2D/counting_control/images/nObjects=14_trial=59.png,14,[1] [3]
data/vlm/2D/counting_control/images/nObjects=14_trial=66.png,14,[1] [2]
data/vlm/2D/counting_control/images/nObjects=16_trial=98.png,16,[5].
data/vlm/2D/counting_control/images/nObjects=4_trial=8.png,4,[1] [2]
data/vlm/2D/counting_control/images/nObjects=8_trial=36.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=10_trial=25.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=20_trial=23.png,20,[16]
data/vlm/2D/counting_control/images/nObjects=4_trial=2.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=6_trial=18.png,6,[5]
data/vlm/2D/counting_control/images/nObjects=5_trial=27.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=11_trial=67.png,11,[1] [2]
data/vlm/2D/counting_control/images/nObjects=9_trial=98.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=37.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=48.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=4_trial=93.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=51.png,1,1.
data/vlm/2D/counting_control/images/nObjects=19_trial=12.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=9_trial=1.png,9,[1] [3]
data/vlm/2D/counting_control/images/nObjects=20_trial=74.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=16_trial=92.png,16,[16].
data/vlm/2D/counting_control/images/nObjects=9_trial=61.png,9,[1] [2]
data/vlm/2D/counting_control/images/nObjects=14_trial=97.png,14,[1]
data/vlm/2D/counting_control/images/nObjects=7_trial=72.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=4.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=19_trial=97.png,19,[14]
data/vlm/2D/counting_control/images/nObjects=7_trial=26.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=5_trial=24.png,5,[4]
data/vlm/2D/counting_control/images/nObjects=17_trial=87.png,17,[14]
data/vlm/2D/counting_control/images/nObjects=16_trial=17.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=2_trial=13.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=5_trial=2.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=3_trial=25.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=10_trial=62.png,10,[1]
data/vlm/2D/counting_control/images/nObjects=19_trial=57.png,19,[14]
data/vlm/2D/counting_control/images/nObjects=3_trial=30.png,3,[1] Blue circle.
data/vlm/2D/counting_control/images/nObjects=11_trial=68.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=10_trial=24.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=3_trial=72.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=18_trial=49.png,18,[14]
data/vlm/2D/counting_control/images/nObjects=14_trial=3.png,14,[1] [2]
data/vlm/2D/counting_control/images/nObjects=11_trial=47.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=10_trial=32.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=5_trial=14.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=11_trial=8.png,11,[1] [2]
data/vlm/2D/counting_control/images/nObjects=7_trial=41.png,7,[1] [2]
data/vlm/2D/counting_control/images/nObjects=12_trial=83.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=4_trial=44.png,4,[down].
data/vlm/2D/counting_control/images/nObjects=6_trial=82.png,6,"[1, 2,"
data/vlm/2D/counting_control/images/nObjects=16_trial=86.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=13_trial=36.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=18_trial=68.png,18,"[1,4,5"
data/vlm/2D/counting_control/images/nObjects=8_trial=85.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=84.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=17_trial=58.png,17,[16].
data/vlm/2D/counting_control/images/nObjects=15_trial=60.png,15,[1]
data/vlm/2D/counting_control/images/nObjects=10_trial=74.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=6_trial=0.png,6,[4]
data/vlm/2D/counting_control/images/nObjects=15_trial=35.png,15,[1] [2]
data/vlm/2D/counting_control/images/nObjects=18_trial=63.png,18,[14]
data/vlm/2D/counting_control/images/nObjects=10_trial=45.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=20_trial=32.png,20,[15]
data/vlm/2D/counting_control/images/nObjects=8_trial=79.png,8,[1] [2]
data/vlm/2D/counting_control/images/nObjects=3_trial=36.png,3,"[left, right]"
data/vlm/2D/counting_control/images/nObjects=7_trial=54.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=16_trial=4.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=9_trial=17.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=7_trial=91.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=14_trial=75.png,14,[5]
data/vlm/2D/counting_control/images/nObjects=7_trial=18.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=18_trial=32.png,18,[16]
data/vlm/2D/counting_control/images/nObjects=8_trial=39.png,8,[1]
data/vlm/2D/counting_control/images/nObjects=20_trial=31.png,20,[16].
data/vlm/2D/counting_control/images/nObjects=15_trial=43.png,15,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=27.png,1,1.
data/vlm/2D/counting_control/images/nObjects=18_trial=61.png,18,[16].
data/vlm/2D/counting_control/images/nObjects=1_trial=91.png,1,1.
data/vlm/2D/counting_control/images/nObjects=14_trial=5.png,14,[5].
data/vlm/2D/counting_control/images/nObjects=2_trial=31.png,2,[2]
data/vlm/2D/counting_control/images/nObjects=18_trial=65.png,18,[15].
data/vlm/2D/counting_control/images/nObjects=13_trial=52.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=7_trial=59.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=10_trial=57.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=16_trial=69.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=4_trial=53.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=11_trial=32.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=36.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=18_trial=62.png,18,[16].
data/vlm/2D/counting_control/images/nObjects=12_trial=13.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=12_trial=67.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=14_trial=13.png,14,[15].
data/vlm/2D/counting_control/images/nObjects=10_trial=96.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=3_trial=81.png,3,[1] A round blue
data/vlm/2D/counting_control/images/nObjects=8_trial=97.png,8,[1] [2]
data/vlm/2D/counting_control/images/nObjects=2_trial=86.png,2,1.
data/vlm/2D/counting_control/images/nObjects=13_trial=27.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=16_trial=96.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=14_trial=28.png,14,[1] [3]
data/vlm/2D/counting_control/images/nObjects=11_trial=62.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=6_trial=81.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=5_trial=91.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=2_trial=79.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=19_trial=3.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=16_trial=46.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=13_trial=22.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=10_trial=89.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=16_trial=55.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=13_trial=62.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=10_trial=86.png,10,[5] heart.
data/vlm/2D/counting_control/images/nObjects=12_trial=44.png,12,[1]
data/vlm/2D/counting_control/images/nObjects=3_trial=23.png,3,[right]
data/vlm/2D/counting_control/images/nObjects=2_trial=96.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=10_trial=21.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=16_trial=36.png,16,[15].
data/vlm/2D/counting_control/images/nObjects=7_trial=51.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=96.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=18_trial=97.png,18,[16]
data/vlm/2D/counting_control/images/nObjects=13_trial=6.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=6_trial=26.png,6,"[right, umbrella"
data/vlm/2D/counting_control/images/nObjects=11_trial=44.png,11,[1] [2]
data/vlm/2D/counting_control/images/nObjects=13_trial=87.png,13,[1] [2]
data/vlm/2D/counting_control/images/nObjects=2_trial=77.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=6_trial=55.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=9_trial=15.png,9,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=1.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=7_trial=5.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=50.png,1,1.
data/vlm/2D/counting_control/images/nObjects=15_trial=31.png,15,[1] [3]
data/vlm/2D/counting_control/images/nObjects=4_trial=22.png,4,[*]
data/vlm/2D/counting_control/images/nObjects=1_trial=80.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=16_trial=21.png,16,[16]
data/vlm/2D/counting_control/images/nObjects=16_trial=14.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=18_trial=37.png,18,[5]
data/vlm/2D/counting_control/images/nObjects=3_trial=83.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=15_trial=73.png,15,[1] [2]
data/vlm/2D/counting_control/images/nObjects=4_trial=33.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=1_trial=36.png,1,1.
data/vlm/2D/counting_control/images/nObjects=16_trial=87.png,16,[13]
data/vlm/2D/counting_control/images/nObjects=14_trial=77.png,14,[15].
data/vlm/2D/counting_control/images/nObjects=1_trial=46.png,1,1.
data/vlm/2D/counting_control/images/nObjects=12_trial=18.png,12,[1] [2]
data/vlm/2D/counting_control/images/nObjects=12_trial=17.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=15_trial=72.png,15,[15].
data/vlm/2D/counting_control/images/nObjects=19_trial=1.png,19,[14]
data/vlm/2D/counting_control/images/nObjects=16_trial=9.png,16,"[1], [2],"
data/vlm/2D/counting_control/images/nObjects=13_trial=17.png,13,[5]
data/vlm/2D/counting_control/images/nObjects=13_trial=90.png,13,[5].
data/vlm/2D/counting_control/images/nObjects=16_trial=44.png,16,[15]
data/vlm/2D/counting_control/images/nObjects=17_trial=25.png,17,[15]
data/vlm/2D/counting_control/images/nObjects=19_trial=51.png,19,[15].
data/vlm/2D/counting_control/images/nObjects=7_trial=8.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=2_trial=43.png,2,[1].
data/vlm/2D/counting_control/images/nObjects=11_trial=84.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=20_trial=53.png,20,[15].
data/vlm/2D/counting_control/images/nObjects=4_trial=14.png,4,[right]
data/vlm/2D/counting_control/images/nObjects=13_trial=73.png,13,"[1], [3],"
data/vlm/2D/counting_control/images/nObjects=10_trial=29.png,10,[5]
data/vlm/2D/counting_control/images/nObjects=3_trial=51.png,3,[right].
data/vlm/2D/counting_control/images/nObjects=1_trial=84.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=3_trial=82.png,3,[1]
data/vlm/2D/counting_control/images/nObjects=11_trial=35.png,11,[1] [2]
data/vlm/2D/counting_control/images/nObjects=19_trial=33.png,19,[13]
data/vlm/2D/counting_control/images/nObjects=12_trial=52.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=12_trial=96.png,12,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=13.png,8,[1] [2]
data/vlm/2D/counting_control/images/nObjects=6_trial=6.png,6,[1] [2]
data/vlm/2D/counting_control/images/nObjects=7_trial=68.png,7,[1]
data/vlm/2D/counting_control/images/nObjects=6_trial=71.png,6,[1] [2]
data/vlm/2D/counting_control/images/nObjects=13_trial=33.png,13,[1] [3]
data/vlm/2D/counting_control/images/nObjects=4_trial=55.png,4,[1]
data/vlm/2D/counting_control/images/nObjects=12_trial=68.png,12,[1] [2]
data/vlm/2D/counting_control/images/nObjects=9_trial=83.png,9,[1]
data/vlm/2D/counting_control/images/nObjects=11_trial=4.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=16_trial=54.png,16,[1]
data/vlm/2D/counting_control/images/nObjects=15_trial=48.png,15,[1]
data/vlm/2D/counting_control/images/nObjects=5_trial=36.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=7_trial=0.png,7,[<]
data/vlm/2D/counting_control/images/nObjects=5_trial=15.png,5,[1]
data/vlm/2D/counting_control/images/nObjects=20_trial=0.png,20,[14]
data/vlm/2D/counting_control/images/nObjects=11_trial=89.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=70.png,1,[5].
data/vlm/2D/counting_control/images/nObjects=4_trial=75.png,4,"[left arrow, heart,"
data/vlm/2D/counting_control/images/nObjects=4_trial=94.png,4,[4]
data/vlm/2D/counting_control/images/nObjects=1_trial=19.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=14_trial=53.png,14,[1] [2]
data/vlm/2D/counting_control/images/nObjects=2_trial=95.png,2,[5]
data/vlm/2D/counting_control/images/nObjects=8_trial=75.png,8,[5]
data/vlm/2D/counting_control/images/nObjects=11_trial=74.png,11,[5]
data/vlm/2D/counting_control/images/nObjects=1_trial=83.png,1,[1].
data/vlm/2D/counting_control/images/nObjects=6_trial=93.png,6,[1]
data/vlm/2D/counting_control/images/nObjects=18_trial=77.png,18,[13]
data/vlm/2D/counting_control/images/nObjects=9_trial=13.png,9,[1] [3]
data/vlm/2D/counting_control/images/nObjects=10_trial=84.png,10,[1] [2]
data/vlm/2D/counting_control/images/nObjects=6_trial=21.png,6,[1] [2]
data/vlm/2D/counting_control/images/nObjects=20_trial=62.png,20,[1] [2]
data/vlm/2D/counting_control/images/nObjects=3_trial=8.png,3,[left arrow]
data/vlm/2D/counting_control/images/nObjects=7_trial=20.png,7,[5]
data/vlm/2D/counting_control/images/nObjects=7_trial=67.png,7,[5]
