path,popout,n_objects,response,answer
data/vlm/2D/disjunctive_search_control/images/popout-45_33.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-25_40.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_26.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_38.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/popout-35_72.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_70.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-15_58.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_25.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-15_79.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_95.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_99.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_38.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_99.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_26.png,True,20,True.,
data/vlm/2D/disjunctive_search_control/images/popout-10_64.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_80.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_89.png,False,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-20_81.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_5.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_36.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_5.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-5_48.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_13.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-25_78.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_28.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_49.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_63.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_62.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_51.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_52.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_74.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_8.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-5_75.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_75.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_61.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_86.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_77.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_82.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_85.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_52.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_52.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_29.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_85.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_73.png,True,35,True.,
data/vlm/2D/disjunctive_search_control/images/popout-40_99.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-25_15.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_36.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_16.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_82.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_64.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_98.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_74.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_73.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_42.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_68.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_50.png,False,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-40_98.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_61.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_76.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_87.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_74.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-15_64.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_57.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_34.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_27.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_3.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_58.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_37.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_93.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_18.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_4.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_20.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_75.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_54.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_93.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_67.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_88.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_44.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_95.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-15_95.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_49.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/popout-45_17.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_1.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_39.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_17.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_13.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_48.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_98.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_26.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_48.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-30_15.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_49.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-25_59.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_83.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_42.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_80.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_35.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_27.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_90.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_53.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_92.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_99.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_81.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_37.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_55.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/popout-45_70.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_50.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_83.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_60.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/popout-35_60.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_84.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/popout-40_62.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_51.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_48.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_65.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_70.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_55.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_9.png,False,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-25_51.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_12.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_43.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_45.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-45_41.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_2.png,True,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_2.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-5_77.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_12.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_19.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_9.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_84.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_86.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_90.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_6.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_76.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_30.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_81.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_86.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_79.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_88.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_37.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/popout-50_41.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-20_41.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_4.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_85.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_99.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_90.png,True,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_8.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_70.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_82.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_35.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_55.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_94.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_72.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_50.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_62.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_39.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_14.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_58.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_22.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_14.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_15.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_87.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_83.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_89.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_62.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_27.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_59.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_63.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_74.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_3.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_23.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_62.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_85.png,True,15,True.,
data/vlm/2D/disjunctive_search_control/images/popout-15_30.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_75.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/popout-45_19.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/popout-50_36.png,True,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_21.png,False,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-5_52.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_47.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_55.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_77.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_22.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_47.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_12.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_13.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_83.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_83.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_0.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_72.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_8.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_32.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_73.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_76.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_29.png,False,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-45_69.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-40_77.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_64.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-30_69.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_81.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_67.png,False,40,True.,
data/vlm/2D/disjunctive_search_control/images/popout-50_64.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-35_47.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_83.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_70.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_27.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-50_62.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_59.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_23.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_8.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_92.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_38.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_65.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_4.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_79.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_48.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_45.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_69.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_90.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_37.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_64.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_31.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_91.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_10.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_65.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_84.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_85.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_93.png,True,45,True.,
data/vlm/2D/disjunctive_search_control/images/popout-10_7.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_11.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-10_58.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_81.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_93.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_46.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_57.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_8.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-5_27.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_37.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_88.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_13.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_70.png,True,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_96.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_56.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_49.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_71.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_95.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_66.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_83.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-15_43.png,True,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_83.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_21.png,True,30,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-5_97.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_25.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_14.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_28.png,False,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-25_75.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_7.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_28.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_82.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_51.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_59.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_54.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_37.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_34.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_79.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_78.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_30.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-30_15.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_30.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_49.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_7.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_91.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/popout-40_17.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-30_80.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_67.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_20.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_4.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_50.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_70.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_85.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_45.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_4.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_78.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_22.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_34.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-10_63.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_55.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_83.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_62.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_86.png,True,10,True.,
data/vlm/2D/disjunctive_search_control/images/popout-5_79.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_69.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_22.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_49.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_45.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-30_51.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_60.png,False,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_11.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_46.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_32.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_9.png,True,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_86.png,True,40,True.,
data/vlm/2D/disjunctive_search_control/images/popout-10_58.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_20.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_12.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_60.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-40_61.png,False,40,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-5_73.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_3.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_62.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-25_8.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_48.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-30_56.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_44.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_66.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-30_81.png,False,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-35_48.png,False,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_84.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_60.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_17.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_37.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/uniform-10_21.png,False,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_35.png,True,5,[false].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_91.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_7.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_31.png,False,45,True.,
data/vlm/2D/disjunctive_search_control/images/uniform-50_2.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_75.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_22.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-5_72.png,False,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_53.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_43.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-45_52.png,False,45,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-25_34.png,False,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_4.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-45_22.png,True,45,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-25_11.png,True,25,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_26.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-15_24.png,False,15,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-5_55.png,True,5,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-30_97.png,True,30,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_20.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_36.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_21.png,True,50,True.,
data/vlm/2D/disjunctive_search_control/images/popout-10_99.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-20_92.png,True,20,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_42.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-10_87.png,True,10,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-40_51.png,True,40,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-20_7.png,False,20,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_11.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/uniform-50_23.png,False,50,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-35_69.png,True,35,[true].,
data/vlm/2D/disjunctive_search_control/images/popout-50_6.png,True,50,True.,
